name,oldest,youngest,ts_count,refs,rule
Lagenochitina dalbyensis / Desmochitina lecantiella,5b,6a,3.0,346,3.9
Plectodina undatus,5b,5c,1.0,50,3.9
Dicranograptus sinensis,5b,5b,0.0,54,3.9
Phragmodus undatis,5c,5c,0.0,346,3.9
Arrnoriachitina granulifera,5b,5b,0.0,9,3.9
Crozonaspis chauveli,5a,5b,1.0,321,3.9
Tenuiseptorthis loii,5a,5b,1.0,321,3.9
Amorphognathus ventilatus,5b,5b,0.0,9,3.9
Nemagraptus gracilis/ Oepikograptus bekkeri,5a,5b,1.0,400,3.9
Prioniodus variabilis,5a,5b,1.0,50,3.9
Didymograptus deflexus,2b,2b,0.0,160,3.9
Tetragraptus phyllograptoides/ Tetragraptus approximatus,2a,2b,1.0,400,3.9
Protopliomerella contracta,1c,2b,3.0,385,3.9
G-2 Hintze 1953,1c,2b,3.0,165,3.9
Acodus kechikaensis,1d,2b,2.0,191,3.9
Parasseratognathus paltodiformis,2a,2b,1.0,77,3.9
Prioniodus honghuayuanensis,2a,2b,1.0,"77, 71",3.9
Euloma filacovi,1c,1d,1.0,383,3.9
Taihungshania miqueli,1c,2a,2.0,383,3.9
Aorograptus victoriae,1b,1d,2.0,53,3.9
Oneotodus costatus,1a,2a,4.0,326,3.9
Hintzeia celsaora,1c,1d,1.0,385,3.9
Rossaspis superciliosa,1b,1d,2.0,385,3.9
F Hintze 1953,1b,1d,2.0,165,3.9
G-1 Hintze 1953,1c,1d,1.0,165,3.9
Lagenochitina brevicollis,1c,2a,2.0,400,3.9
Loxodus bransoni - Acodus oneotensis,1b,1b,0.0,177,3.9
Tripodus - Drepanodus aff. amoenus,1b,2a,3.0,400,3.9
Desmochitina ex. gr. minor,1b,2a,3.0,237,3.9
Acodus deltatus / Paroistodus proteus,1b,2a,3.0,272,3.9
Acanthograptus sinensis,1c,1d,1.0,378,3.9
Triograptus osloensis - Aletograptus hyperboreus,1c,1d,1.0,346,3.9
Shumardia (C.) pusilla,1a,1c,2.0,247,3.9
Dicellograptus salopiensis,1b,1d,2.0,53,3.9
Monograptus sedgwickii,1b,1d,2.0,53,3.9
Adelograptus / Paradelograptus antiguus,1a,1c,2.0,346,3.9
Acanthodus lineatus,1b,1b,0.0,72,3.9
Scalpellodus tersus,1a,1c,2.0,72,3.9
Proteuloma geinitzi,1b,1b,0.0,383,3.9
Paltodus deltifer pristinus,1a,1c,2.0,273,3.9
Paltous deltifer deltifer,1a,1c,2.0,273,3.9
Paroistodus parallelus,2a,2a,0.0,77,3.9
Prioniodus adami,2a,2a,0.0,77,3.9
Serratognathus bilobatus,2a,2a,0.0,77,3.9
Serratognathus diversus,2a,2a,0.0,77,3.9
Serratognathus extensus,2a,2a,0.0,77,3.9
Triangulodus bifidus,2a,2a,0.0,77,3.9
Tesselacauda,1b,1b,0.0,385,3.9
E Hintze 1953,1b,1b,0.0,165,3.9
Paltodus spurius,1b,1b,0.0,177,3.9
Cordylodus rotundatus,1b,1b,0.0,72,3.9
Monocostodus sevierensis,1a,1a,0.0,349,3.9
Utahconus beimataoensis,1b,1b,0.0,72,3.9
Bellefontia-Xenostegium,1b,1b,0.0,385,3.9
Leiostegium-Kainella,1b,1b,0.0,385,3.9
Paraplethopeltis,1b,1b,0.0,385,3.9
Symphysurina,1a,1b,1.0,385,3.9
C Hintze 1953,1b,1b,0.0,165,3.9
D Hintze 1953,1b,1b,0.0,165,3.9
Bryograptus tintinniformis,1a,1b,1.0,53,3.9
Dichelepyge sinensis,1b,1b,0.0,53,3.9
Adelograptus,1a,1b,1.0,"273, 276",3.9
Adelograptus tenellus/ Anisograptus richardsoni,1a,1b,1.0,400,3.9
Bryograptus ramosus/ Rhabdinopora uralense/ Aletograptus hyperboreus,1a,1b,1.0,400,3.9
Rhabdinopora flabelliformis,1a,1b,1.0,400,3.9
Psigraptus jacksoni,1b,1b,0.0,378,3.9
Araneograptus matanensis,1a,1a,0.0,27,3.9
Anisograptus matanensis,1a,1a,0.0,53,3.9
A Ross 1968,1a,1a,0.0,165,3.9
B Hintze 1953,1a,1a,0.0,165,3.9
B Ross 1968,1a,1a,0.0,165,3.9
Clavohamulus hintzei,1a,1a,0.0,349,3.9
Cordylodus lindstromi,1a,1a,0.0,349,3.9
Hysterolenus asiaticus,1a,1a,0.0,53,3.9
Rhabdinopora flabelliformis anglica,1a,1a,0.0,346,3.9
Rhabdinopora taojiangensis,1a,1a,0.0,378,3.9
Kiaerograptus,1a,1a,0.0,346,3.9
Rhabdinopora f. praeparabola / Rhabdinopora f. parabola,1a,1a,0.0,346,3.9
Archiclimacograptus vulgatus,5d,6a,1.0,321,3.9
Orthograptus quadrimucronatus,5c,6a,2.0,346,3.9
Deanaspis malladai,5d,6a,1.0,321,3.9
Svobodaina havliceki,5d,6a,1.0,321,3.9
Dicellograptus anceps,6a,6b,1.0,53,3.9
Glyptograptus siccatus/Oepikograptus bekkeri/ Amplexograptus fallax/ Glyptograptus eugluphus,5b,6a,3.0,346,3.9
Maakina parvuliformis-Leptellina carinata,5b,6a,3.0,346,3.9
Appendispinograptus supernus,5d,6c,3.0,400,3.9
Aegiromena meneghiniana,6a,6a,0.0,321,3.9
Cekovia perplexa,6a,6b,1.0,321,3.9
Leangella (Leptestiina) prantli,6a,6b,1.0,321,3.9
Stenopareia cf. oblita,6a,6a,0.0,321,3.9
Orthograptus truncatus intermedius,5d,6a,1.0,360,3.9
Nankinolithus nankinensis,6a,6a,0.0,54,3.9
Tetraprioniodus elegans,5d,6b,2.0,346,3.9
Acanthodina nobilis,6a,6a,0.0,27,3.9
Boreadorthis,5d,6a,1.0,346,3.9
Bumastus,5d,6c,3.0,346,3.9
Climacograptus supernus,6a,6c,2.0,346,3.9
Dolborella bifunctata,5d,6a,1.0,346,3.9
Diceratograptus mirus,6b,6b,0.0,3,3.9
Tangyagraptus typicus,6b,6b,0.0,3,3.9
Aphelognathus pyramidalis,6b,6c,1.0,346,3.9
Evenkorhynchia dichotomians evenkiensis,6a,6b,1.0,346,3.9
Fungochitina spinifera,5c,6c,4.0,9,3.9
Conochitina scabra,5d,6c,3.0,17,3.9
Normalograptus extraordinarius/ Normalograptus ojsuensis/ Normalograptus mirnyensis,5d,6c,3.0,400,3.9
Periodon grandis,5d,5d,0.0,25,3.9
Tanuchitina oulebsiri,5d,6c,3.0,400,3.9
Bellimurina sibirica,6c,6c,0.0,346,3.9
Dicellograptus / Glyptograptus / Orthograptus,6c,6c,0.0,346,3.9
Ozarkodina hassi,6c,6c,0.0,17,3.9
Parakidograptus acuminatus,6c,6c,0.0,316,3.9
Conochitina micracantha,6c,6c,0.0,346,3.9
Akidograptus ascensus,6c,6c,0.0,321,3.9
Neodiplograptus charis,6c,6c,0.0,321,3.9
Fungochitina fungiformis,5c,5d,1.0,8,3.9
Sinoceras chinense,5b,5d,2.0,53,3.9
Ozarkodina dolborica - Acanthocordyloduy festus,5d,5d,0.0,27,3.9
Dicellograptus morrisi,5c,5c,0.0,346,3.9
Dicranograptus caudatus,5c,5c,0.0,346,3.9
Diplacanthograptus caudatus,5b,5d,2.0,400,3.9
Archiclimacograptus trubinensis,5c,5d,1.0,321,3.9
Crozonaspis dujardini,5c,5d,1.0,321,3.9
Deanaspis seunesi,5c,5d,1.0,321,3.9
Svobodaina armoricana,5c,5d,1.0,321,3.9
Cahabagnathus sweeti - Phragmodus inflexus,5a,5a,0.0,27,3.9
Climacograptus peltifer / Diplograptus multidens,5a,5c,2.0,346,3.9
Diplograptus ingens wellingtonensis,5c,5c,0.0,346,3.9
Holdenia insculpta,6a,6b,1.0,321,3.9
Amplexograptus inuiti,6b,6b,0.0,63,3.9
Jezercia,5a,5a,0.0,321,3.9
Marrolithus bureaui,5a,5a,0.0,321,3.9
Plectodina fragilis,4a,4a,0.0,72,3.9
Amorphognathus antivariabilis,4a,4a,0.0,372,3.9
Scolopodus paucicostatus,1a,4a,9.0,72,3.9
Scolopodus pseudoplanus,1a,4a,9.0,72,3.9
Scolopodus opimus,3a,4a,2.0,72,3.9
Scolopodus quadraplicatus,3a,4a,2.0,107,3.9
Paroistodus horridus,4a,4c,2.0,15,3.9
Angarella,3a,4c,4.0,399,3.9
Periodon zgierzensis,4b,4b,0.0,380,3.9
Cherskiella notanilis-Ventrigyrus intricatus,4b,4c,1.0,399,3.9
Leontiella gloriosa,4b,4c,1.0,399,3.9
Leoniella,4b,4c,1.0,346,3.9
Megistaspis gigas,4b,4c,1.0,16,3.9
Megistaspis obtusicauda,4b,4c,1.0,16,3.9
Evenkina lenaica/ Evenkina anabarensis,4c,4c,0.0,399,3.9
Homotellus lenaensis,4c,4c,0.0,399,3.9
Soanella maslovi,4c,4c,0.0,399,3.9
Homotellus,4c,4c,0.0,346,3.9
Ortograptus propinquus,4c,4c,0.0,399,3.9
Eoplacognathus reclinatus,4c,4c,0.0,188,3.9
Eoplacognathus robustus,4c,4c,0.0,188,3.9
Lenatoechia lenaensis,4c,4c,0.0,399,3.9
Quadrilobella recta,4c,4c,0.0,399,3.9
Mastigograptus datzenkoi,4c,4c,0.0,399,3.9
Aparchites clivosus,3a,3b,1.0,399,3.9
Biolgina sibirica,3a,3b,1.0,399,3.9
Nanorthis/ Rhyselasma,2a,3b,4.0,399,3.9
Biolgina,3a,3b,1.0,346,3.9
Nanaorthis-Rhyselasma,2a,3b,4.0,346,3.9
Histodiella holodentata–Tangshanodus tangshanensis,2c,3b,2.0,381,3.9
K Ross 1968,3a,3a,0.0,165,3.9
L Hintze 1953,3a,3a,0.0,165,3.9
Shumardia-Paenebeltella,2a,3a,3.0,399,3.9
Rhabdinopora omnutachense,2a,3a,3.0,399,3.9
Conochitina raymondi,2b,2c,1.0,346,3.9
Presbynileus ibexensis,2c,2c,0.0,386,3.9
Pseudocybele nasuta,2c,2c,0.0,386,3.9
Pseudocybele paranasuta,2c,2c,0.0,386,3.9
Hesperonomiella minor,2c,2c,0.0,165,3.9
Baltoniodus communis,2a,2c,2.0,72,3.9
Pseudophyllograptus angustifolius elongatus,2b,2c,1.0,346,3.9
Aurilobodus leptosomatus - Loxodus dissectus,2b,2c,1.0,381,3.9
Trigonocerca typica,2a,2c,2.0,165,3.9
Carolinites nevadensis,2a,2c,2.0,386,3.9
Strigigenalis plicolabeona,2a,2c,2.0,386,3.9
Bodenia aspera,5a,5a,0.0,399,3.9
Isalaux stricta,5a,6a,4.0,399,3.9
Mimella panna,5a,5d,3.0,399,3.9
Climacograptus peltifer / Climacograptus antiquus lineatus,5b,6a,3.0,400,3.9
Climacograptus tubuliferus,5d,6a,1.0,360,3.9
Dicranograptus kiki,5c,6b,3.0,346,3.9
Bolbocephalus stitti,1c,2b,3.0,386,3.9
Petigurus cullisoni,1c,2b,3.0,386,3.9
Strigigenalis caudata,1c,2b,3.0,386,3.9
Benthamaspis rochmotis,1c,1d,1.0,386,3.9
Jeffersonia granosa,1c,1d,1.0,386,3.9
Anisograptus,1c,1d,1.0,346,3.9
Araneograptus pulchellus,1c,1d,1.0,346,3.9
Desmochitina minor typica / Desmochitina minor erinacea,1c,1d,1.0,346,3.9
Polycostatus oneotensis,1b,1d,2.0,346,3.9
Randaynia saundersi,1b,1d,2.0,386,3.9
Litzicurus shawi,1b,1d,2.0,386,3.9
Psalikilus spinosum,1b,1d,2.0,386,3.9
Bryograptus,1a,1c,2.0,273,3.9
Expansograptus protobalticus,1b,2a,3.0,237,3.9
Apheorthis melita,1b,1b,0.0,399,3.9
Eoapatokephalus/ Ijacephalus,1b,1b,0.0,399,3.9
Eopatokephalus-Ijacephalus,1b,1b,0.0,346,3.9
Callograptus kravtsovi / Syringotaenia bystrovi,1b,1b,0.0,399,3.9
Cordylodus intermedius,1a,1b,1.0,385,3.9
Kainella meridionalis,1a,1a,0.0,287,3.9
Anisograptus mojotorensis,1a,1a,0.0,276,3.9
Bienvillia tetragonalis - Conophrys minutula,1a,1a,0.0,287,3.9
Kiaerograptus kiaeri,1a,1a,0.0,276,3.9
Orthograptus truncatus var. intermedius,5d,6a,1.0,360,3.9
Sagittodontus robustus,5b,6a,3.0,346,3.9
Nemagraptus gracilis / Acrograptus serratulus / Oepikograptus bekkeri,5b,6a,3.0,400,3.9
Acanthocordylodus festus,5b,6a,3.0,399,3.9
Boreadorthis asiatica,5b,6a,3.0,399,3.9
Dolborella plana,5b,6a,3.0,399,3.9
Ozarkodina dolborica,5b,6a,3.0,399,3.9
Dicellograptus elegans,6a,6a,0.0,64,3.9
Paralenorthis-Orthidiella,3a,3a,0.0,165,3.9
Rananasus brevicephalus,1b,1d,2.0,386,3.9
Cordylodus casey,1b,1b,0.0,399,3.9
Cordylodus prolindstromi,1b,1b,0.0,399,3.9
Chaitsun Lower,1b,4c,10.0,250,4.9
Chayu,2b,4c,6.0,250,4.9
Diaochuanggou,2a,6a,12.0,250,4.9
Dongguashan,2c,4c,5.0,250,4.9
Heituao,2a,4a,5.0,250,4.9
Hsiangyang,2a,4c,7.0,250,4.9
Huangai,2a,4c,7.0,250,4.9
Jiangjiawei,2b,4b,5.0,250,4.9
Jiuxi,2a,5b,9.0,250,4.9
Laozhai,2b,4c,6.0,250,4.9
Machiakou,3b,4c,3.0,250,4.9
Ningkuo,1c,2a,2.0,97,4.9
Qixiling,2a,4c,7.0,250,4.9
Shihtien,4a,4c,2.0,250,4.9
Shihuigou,4a,4c,2.0,250,4.9
Shuanghe,2a,4a,5.0,250,4.9
Siliangssu,2b,6a,11.0,250,4.9
Tanjiagou,3a,4c,4.0,250,4.9
Tonggao,2a,4a,5.0,250,4.9
Weifeng,1a,4c,11.0,250,4.9
Woboer,2a,4c,7.0,250,4.9
Xiahuangkeng,2a,4c,7.0,250,4.9
Xiangguletag,1b,4c,10.0,250,4.9
Xianlinpu,2b,4c,6.0,250,4.9
Xiaotan,2c,4c,5.0,250,4.9
Xinertai,1a,4a,9.0,250,4.9
Xiqiuhe,2c,4c,5.0,250,4.9
Yahua,1a,4c,11.0,250,4.9
Yangzhuang,2c,5b,7.0,250,4.9
Yenchi,4a,5b,4.0,250,4.9
Yijianfang,4a,4b,1.0,57,4.9
Zotzeshan,2c,4a,3.0,250,4.9
Meitan Upper,3a,4c,4.0,54,4.9
Ningkuo Member 4,3b,4b,2.0,54,4.9
Xianlinbu,2b,4b,5.0,"367, 53",4.9
Dapingian,3a,4a,2.0,12,4.9
Upper Arenigian,3a,4a,2.0,318,4.9
Seydisehir,1b,4b,9.0,234,4.9
Sobova,3b,4c,3.0,234,4.9
Tekmen Limestone,4a,4a,0.0,234,4.9
Argiles d'Azzel,4a,4b,1.0,249,4.9
Fezouata Upper,2b,3a,2.0,238,4.9
Hassi Touareg,5a,5c,2.0,238,4.9
Kasbah Leguine,2c,4b,4.0,249,4.9
SAQ,1b,4b,9.0,249,4.9
Zini,2c,3a,1.0,238,4.9
Azzel Shale,3a,4c,4.0,238,4.9
Courrejou,4a,4c,2.0,238,4.9
Edjeleh,2b,5c,9.0,238,4.9
Foum Ez Zeidiya Shaly,3a,4c,4.0,238,4.9
In Tahouite,2b,6b,12.0,238,4.9
Kerloc'h,3a,4a,2.0,238,4.9
Tachilla,4b,4c,1.0,249,4.9
Gualcamayo,4a,4b,1.0,"100, 93",4.9
Dawangou,2c,4c,5.0,74,4.9
Darriwilian 1,4a,4a,0.0,12,4.9
Komstad Limestone,2c,4b,4.0,37,4.9
Kuibyshevo,3a,4c,4.0,400,4.9
Lebed,2a,4a,5.0,281,4.9
Charchaq,5a,5b,1.0,74,4.9
Fenggou,4a,4c,2.0,250,4.9
Hulo,4c,5a,1.0,277,4.9
Klimoli,4a,4c,2.0,250,4.9
Lanmutan,4a,4c,2.0,250,4.9
Tumuxiuke,4c,5c,3.0,103,4.9
Yaoxian,4a,6a,7.0,250,4.9
Acoite Upper,2c,4a,3.0,237,4.9
Benjamin Constant,1b,4b,9.0,237,4.9
Karasu,3a,4c,4.0,329,4.9
Voskresenka,2b,4b,5.0,329,4.9
Iäyrak,2c,2c,0.0,328,4.9
Ilovat,2c,2c,0.0,328,4.9
Qiaojia Lower,2c,4a,3.0,52,4.9
Deep Kill Shale,2b,2c,1.0,167,4.9
Kimaian,3a,4a,2.0,107,4.9
Ugorian,4a,4a,0.0,107,4.9
Keily,3b,4a,1.0,190,4.9
Bay Fjord,3b,4b,2.0,42,4.9
Crocker Bay,3b,4b,2.0,42,4.9
Hare Island,3b,4b,2.0,42,4.9
Outram,1d,2c,3.0,190,4.9
Road River,1a,4b,10.0,42,4.9
Ship Point Member B,2b,4a,4.0,42,4.9
Skoki,2b,4b,5.0,42,4.9
Sunblood,3b,4b,2.0,42,4.9
Herram,3a,4a,2.0,29,4.9
Huk,4a,4b,1.0,29,4.9
Hukodden,3a,4a,2.0,28,4.9
Lysaker,3a,4a,2.0,28,4.9
Stein,3a,4b,3.0,29,4.9
Formation A+B,3b,4b,2.0,36,4.9
Kelimoti,4a,4c,2.0,372,4.9
Los Azules Lower,4a,4a,0.0,294,4.9
Khitin,2a,4a,5.0,346,4.9
Profilbekken,2c,4a,3.0,326,4.9
Sakyna,4a,4b,1.0,21,4.9
Toila,2c,4a,3.0,9,4.9
Guniutan,3b,4c,3.0,21,4.9
Kriukal,3b,4a,1.0,21,4.9
Joins,3b,4a,1.0,113,4.9
Oil Creek,4a,4b,1.0,113,4.9
Owen Creek,4a,4c,2.0,114,4.9
Kanoshian,3b,4b,2.0,365,4.9
Pinesburg Station Dolomite,3b,4b,2.0,113,4.9
Blakely Sandstone,3b,4b,2.0,88,4.9
Everton,3b,4b,2.0,88,4.9
Aguathuna Upper,3b,4a,1.0,114,4.9
Antelope Valley,4a,4c,2.0,39,4.9
Badger Flat Limestone,3a,5b,6.0,114,4.9
Beekmantown Group,1a,4b,10.0,114,4.9
Bellefonte,2a,2c,2.0,59,4.9
Bony Falls,1b,4c,10.0,114,4.9
Bruggers Sandstone,3a,4c,4.0,114,4.9
Bulleys Lump,2a,4b,6.0,114,4.9
Carillon,4b,4b,0.0,51,4.9
Duo Lake,2a,4c,7.0,114,4.9
Knox Super,1a,4a,9.0,114,4.9
Las Norias,1a,4b,10.0,114,4.9
Ledbetter,1a,4b,10.0,114,4.9
Marathon,1a,4a,9.0,114,4.9
Narwhale Sound,3a,4b,3.0,114,4.9
Ontelaunee Dolomite,3a,4c,4.0,114,4.9
Ship Point 3,3a,4b,3.0,114,4.9
Ship Point 4,3a,4b,3.0,114,4.9
St. George,3a,4b,3.0,114,4.9
Carrilion,3b,4b,2.0,365,4.9
Solomons Corner,3b,4b,2.0,365,4.9
Knox,3b,4a,1.0,50,4.9
Wig Bach,2a,4a,5.0,124,4.9
Antelope Valley Limestone Sponge,3a,4a,2.0,160,4.9
Tollev,2a,4c,7.0,346,4.9
Tuloi,2a,4a,5.0,400,4.9
Kogashik,3a,4c,4.0,345,4.9
Assise de Huy,2c,4c,5.0,240,4.9
Assise de Sart-Berbard,2c,4c,5.0,240,4.9
Brzeziny Lower,3a,4a,2.0,240,4.9
Mynydd-y-Gdder Rhyolitic,3a,4a,2.0,240,4.9
Prioryland,3a,4a,2.0,240,4.9
Seo,2c,5a,6.0,240,4.9
Skiddaw Slate,2c,4a,3.0,240,4.9
Tetragraptus,3a,4a,2.0,240,4.9
Karmberg,2c,4a,3.0,203,4.9
Basco,2a,6a,12.0,176,4.9
Perkins Canyon,2a,6a,12.0,176,4.9
Petes Summit,2c,4c,5.0,160,4.9
Phi Kappa,5c,5d,1.0,179,4.9
Snow Canyon,2a,4c,7.0,176,4.9
Valmy,2a,6a,12.0,176,4.9
Allt Lwyd,2a,4a,5.0,124,4.9
Ballybro,3a,4b,3.0,124,4.9
Brownsford,3a,4a,2.0,124,4.9
Butter Mountain,2b,4a,4.0,124,4.9
Buttermere,3a,4a,2.0,124,4.9
Conlanstown,3a,4c,4.0,124,4.9
Copney Pillow Lava,2b,4a,4.0,124,4.9
Creggan Mooar,2c,4b,4.0,124,4.9
Derrylea,3a,4b,3.0,124,4.9
Fournocks,2b,4b,5.0,124,4.9
Injebreck,3a,4b,3.0,124,4.9
Kilmacthomas,1c,4b,8.0,124,4.9
Kirkland,3a,4c,4.0,124,4.9
Kirkstile,2c,4b,4.0,124,4.9
Lady Port,3a,4a,2.0,124,4.9
Llanfallteg,3a,4b,3.0,124,4.9
Maughold,2c,4b,4.0,124,4.9
Maulin,2b,4a,4.0,124,4.9
Murton,3a,4a,2.0,124,4.9
Mytton Flags,2a,4a,5.0,124,4.9
Nant Ffrancon_Sub,3a,5c,7.0,124,4.9
Offrwm Volcanic,3a,4b,3.0,124,4.9
Olchfa Shales,3a,4a,2.0,124,4.9
Pontyfenni,2c,4a,3.0,124,4.9
Road Uchaf,3a,4a,2.0,124,4.9
Ryans Farm,3a,4a,2.0,124,4.9
Shelve Church,3a,4a,2.0,124,4.9
Skiddaw,1c,4c,9.0,124,4.9
Srah,3a,4a,2.0,124,4.9
Tarn Moor,3a,4c,4.0,124,4.9
Tawnyinagh,3a,4a,2.0,124,4.9
Tudwal Sandstone,3a,4a,2.0,124,4.9
Tyrone Igneous Complex,2a,4c,7.0,124,4.9
Antelope Valley Limestone Asaphid,3a,4a,2.0,160,4.9
Antelope Valley Limestone Basal,3a,4a,2.0,160,4.9
Hengtang,3a,3b,1.0,53,4.9
Meitan Middle,2c,4a,3.0,54,4.9
Galgeberg,2b,4a,4.0,28,4.9
Tuloy,2a,2c,2.0,328,4.9
Dumugol,1b,4a,8.0,68,4.9
Nanjinguan,1a,4a,9.0,61,4.9
Nelidov,1a,4b,10.0,346,4.9
Yehli,1a,1d,3.0,250,4.9
Almelund Shale,4a,5a,3.0,37,4.9
Baldone,4a,4b,1.0,9,4.9
Kandle,4c,4c,0.0,8,4.9
Loobu,4a,4b,1.0,9,4.9
Pakri,4b,4b,0.0,14,4.9
Kårgärde Limestone,4a,4c,2.0,11,4.9
Mukteian,4b,4c,1.0,27,4.9
Vihorevian,4a,4b,1.0,107,4.9
Kostinsky,4a,4b,1.0,281,4.9
Green Sandstone,4a,4b,1.0,42,4.9
Ship Point Member C,4a,4b,1.0,42,4.9
Bromide,5b,5b,0.0,114,4.9
Eureka Quartzite,5c,5c,0.0,22,4.9
Burgen,4a,4b,1.0,88,4.9
Jasper,4a,4b,1.0,88,4.9
Sandaokan,4a,4b,1.0,380,4.9
Zhuozishan,4a,4b,1.0,380,4.9
Table Point,4a,4b,1.0,4,4.9
Beianzhuang,4a,4b,1.0,381,4.9
Fort Pena,4a,5b,4.0,114,4.9
Heimbjerge,4a,5b,4.0,114,4.9
Goldwyer,4a,4b,1.0,220,4.9
Nora,4a,4b,1.0,220,4.9
Stairway Sandstone,4a,4b,1.0,215,4.9
Willara,2a,4b,6.0,220,4.9
Corey,4a,4b,1.0,365,4.9
Horn Valley Siltstone,2a,2c,2.0,230,4.9
Table Head,4a,4b,1.0,112,4.9
Lower Oretanian,3a,4b,3.0,321,4.9
Bir Ben Tartar,4a,5b,4.0,249,4.9
Darriwilian 2,4a,4b,1.0,12,4.9
Coroico,4a,4c,2.0,288,4.9
Qiaojia Upper,4a,5a,3.0,52,4.9
El Higado,1a,4b,10.0,99,4.9
Täljsten,4a,4b,1.0,392,4.9
Obukhovo,4a,4b,1.0,350,4.9
Rognstranda,4a,4b,1.0,29,4.9
Svartodden,4b,4b,0.0,28,4.9
Balgashoky,2b,4b,5.0,370,4.9
Ushkyzyl,2b,4b,5.0,370,4.9
Uzunbulak,4a,4b,1.0,370,4.9
Las Aguaditas,4a,5a,3.0,347,4.9
Likhall,4a,4b,1.0,392,4.9
Dw3,4c,4c,0.0,13,4.9
Äjchikhin,4a,6a,7.0,329,4.9
Karastun,4a,6a,7.0,329,4.9
Los Azules Middle,4a,4b,1.0,294,4.9
Bugryshikha,4b,4c,1.0,346,4.9
Wiatrowiec Limestone,4a,4b,1.0,38,4.9
Elgencha,4a,4c,2.0,346,4.9
Fengdonggang,4b,5a,2.0,250,4.9
Bedinan,4b,6b,7.0,234,4.9
Argiles d'Oued Saret,4b,5a,2.0,249,4.9
Hanadir,4b,4c,1.0,249,4.9
Smithville,2a,2c,2.0,114,4.9
Snowtown,4b,4c,1.0,124,4.9
Yunoyag,2c,4c,5.0,346,4.9
Aber Mawr Shales,4b,4c,1.0,124,4.9
Brittstown,4b,4b,0.0,124,4.9
Corn Hill,4b,4c,1.0,124,4.9
Cregennen,4b,4b,0.0,124,4.9
Crystal Tuff Lower,4b,4c,1.0,124,4.9
Fishguard Volcanic,4b,4c,1.0,124,4.9
Glenummera,4b,4b,0.0,124,4.9
Hill of Slane,4b,4b,0.0,124,4.9
Hilltown,4b,4b,0.0,124,4.9
Hope Shale,4b,4b,0.0,124,4.9
Kirkland Conglomerate,4b,5a,2.0,124,4.9
Llyn y Gafr Volcanic,4b,4c,1.0,124,4.9
Maumtrasna,4b,5c,4.0,124,4.9
Mweelrea,4b,5c,4.0,124,4.9
Rosroe,4b,4b,0.0,124,4.9
Serw,5a,5c,2.0,92,4.9
White Island Bridge,4b,4c,1.0,124,4.9
Angarella beds,3a,4c,4.0,27,4.9
Vikhorevian,4b,4b,0.0,27,4.9
Elnes,4b,4c,1.0,28,4.9
Helskjer,4b,4b,0.0,29,4.9
Duboviki,4b,4c,1.0,350,4.9
Stirnas,4b,4b,0.0,21,4.9
Vämb,4b,4c,1.0,9,4.9
Bellburns,4b,4b,0.0,42,4.9
Vikarbyn Limestone,4b,4c,1.0,11,4.9
Mc Lish,4b,4b,0.0,113,4.9
Tulip Creek,4c,5a,1.0,55,4.9
Estancia San Isidro,4b,4c,1.0,299,4.9
Yerba Loca,4b,5b,3.0,299,4.9
Heggen,4b,4c,1.0,29,4.9
Sjøstrand,4c,4c,0.0,104,4.9
McLish,4c,4c,0.0,88,4.9
Wells,4b,4c,1.0,50,4.9
MDICE,4b,4c,1.0,21,4.9
Table Cove,4b,4b,0.0,380,4.9
Cape Cormorant,4b,4c,1.0,104,4.9
Oretanian Upper,4c,4c,0.0,318,4.9
Kilgen Lake,4b,5d,5.0,234,4.9
Sort Tepe,4b,6b,7.0,234,4.9
Formation D,4b,4c,1.0,36,4.9
Vikhorev,3a,4c,4.0,346,4.9
Las Chacritas Upper,4a,4c,2.0,15,4.9
Lachug,4a,4c,2.0,346,4.9
Kopaly,4a,4c,2.0,345,4.9
Las Chacritas Lower,4a,4c,2.0,15,4.9
Haedon,4a,4c,2.0,132,4.9
Oakdale,4a,4c,2.0,132,4.9
Floian,2a,2a,0.0,244,4.9
Kimai,2a,4c,7.0,346,4.9
Muktei,3a,4c,4.0,346,4.9
Alpartir,4b,4c,1.0,310,4.9
Marité,4b,4c,1.0,310,4.9
Saergan,4b,5a,2.0,117,4.9
Weston,4b,4c,1.0,376,4.9
Moitiers d'Allonne,4b,4c,1.0,337,4.9
Asaphus Ash,4b,4c,1.0,124,4.9
Assise de Vitrival-Bruyère,4b,5a,2.0,240,4.9
Brzeziny Upper,2c,4c,5.0,240,4.9
Bukowka Mojcza Sandstone & Limestone,2c,4c,5.0,240,4.9
Craig-y-Llam,4b,5a,2.0,240,4.9
Didymograptus murchisoni Shales,4b,4c,1.0,240,4.9
Llandeilo Flags,4b,4c,1.0,240,4.9
Llyn-y-Gafr spilitic,4b,4c,1.0,240,4.9
Luarca Shales,2c,5a,6.0,240,4.9
Pomorze,2c,6a,10.0,240,4.9
Schistes de Postolonnec,2c,6a,10.0,240,4.9
Urville,2c,4c,5.0,240,4.9
Cashions Creek,2c,5a,6.0,203,4.9
Fengfeng,4b,6a,6.0,250,4.9
Gezhuang,4b,5b,3.0,250,4.9
Laikuoshan,4b,5a,2.0,250,4.9
Lengshuigou,4b,5a,2.0,250,4.9
Longmendong,4b,6a,6.0,250,4.9
Pagoda,5b,5d,2.0,"64, 54",4.9
