name,oldest,refs,ts_count,youngest
Whittery Shale,Sandbian,"2, 12, 124",0.0,Sandbian
Whittery Volcanic,Sandbian,"2, 12, 124",0.0,Sandbian
Gisbornian 2,Sandbian,"2, 12",0.0,Sandbian
New Enterprise,Sandbian,"2, 12, 388",0.0,Sandbian
Sairinskii,Sandbian,"2, 12, 196",1.0,Katian
Chota,Sandbian,"2, 12, 65",1.0,Katian
Grimstorp K-bentonite,Sandbian,"2, 12, 325",1.0,Katian
Hog's Back,Sandbian,"2, 12, 51",1.0,Katian
Pamelia,Sandbian,"2, 12, 157",0.0,Sandbian
Wardell,Sandbian,"2, 12, 80",1.0,Katian
Witten,Sandbian,"2, 12, 80",1.0,Katian
Bestiube,Sandbian,"2, 12, 197",0.0,Sandbian
Amsterdam,Sandbian,"2, 12, 158",0.0,Sandbian
Balmville,Sandbian,"2, 12, 157",0.0,Sandbian
Chaumont,Sandbian,"2, 12, 157",0.0,Sandbian
Kirkfield,Sandbian,"2, 12, 157",0.0,Sandbian
Pawlet,Sandbian,"2, 12, 157",0.0,Sandbian
Rockland,Sandbian,"2, 12, 39",0.0,Sandbian
454.07,Sandbian,"2, 12, 214",0.0,Sandbian
454.09,Sandbian,"2, 12, 214",0.0,Sandbian
454.65,Sandbian,"2, 12, 214",0.0,Sandbian
455.21,Sandbian,"2, 12, 214",0.0,Sandbian
455.23,Sandbian,"2, 12, 214",0.0,Sandbian
455.4,Sandbian,"2, 12, 214",0.0,Sandbian
453.9,Sandbian,"2, 12, 214",0.0,Sandbian
Ottawa,Sandbian,"2, 12, 51, 86",1.0,Katian
Balclatchie,Sandbian,"2, 12, 47, 124",1.0,Katian
Beloit Limestone,Darriwilian,"2, 12, 47, 48, 121",2.0,Katian
Pencil Cave K-bentonite,Sandbian,"2, 12, 211",1.0,Katian
453.18,Sandbian,"2, 12, 214",1.0,Katian
453.46,Sandbian,"2, 12, 214",1.0,Katian
454.02,Sandbian,"2, 12, 214",1.0,Katian
454.3,Sandbian,"2, 12, 214",1.0,Katian
453.54,Sandbian,"2, 12, 214",1.0,Katian
453.74,Sandbian,"2, 12, 214",1.0,Katian
453.94,Sandbian,"2, 12, 214",1.0,Katian
453.52,Sandbian,"2, 12, 388",1.0,Katian
453.67,Sandbian,"2, 12, 388",1.0,Katian
453.82,Sandbian,"2, 12, 388",1.0,Katian
Beloit,Darriwilian,"2, 12, 47, 48, 210",2.0,Katian
Penyraber,Sandbian,"2, 12, 92",1.0,Katian
Ashes Upper,Sandbian,"2, 12, 124",1.0,Katian
Frobisher Bay,Sandbian,"2, 12, 394",1.0,Katian
Barrande's d3,Darriwilian,"2, 12, 47, 48, 321",2.0,Katian
Cernin,Darriwilian,"2, 12, 47, 48, 321",2.0,Katian
Trubin Shale,Darriwilian,"2, 12, 47, 48, 321",2.0,Katian
Rägavere,Katian,"2, 9, 12, 47, 48",0.0,Katian
Saku,Katian,"2, 12, 18",0.0,Katian
BC7,Katian,"2, 9, 12",0.0,Katian
452.92,Sandbian,"2, 12, 388",1.0,Katian
Plunge,Sandbian,"2, 12, 398",1.0,Katian
Vilučiai,Sandbian,"2, 12, 47, 48, 395, 398",1.0,Katian
Roaring Spring,Sandbian,"2, 12, 388",1.0,Katian
452.59,Sandbian,"2, 12, 214",1.0,Katian
452.85,Sandbian,"2, 12, 214",1.0,Katian
453.16,Sandbian,"2, 12, 214",1.0,Katian
453.47,Sandbian,"2, 12, 214",1.0,Katian
453.73,Sandbian,"2, 12, 214",1.0,Katian
Žarėnai,Sandbian,"2, 12, 398",1.0,Katian
Alvitas,Katian,"2, 12, 395",0.0,Katian
Šakiai,Katian,"2, 12, 395",0.0,Katian
Torremägi,Katian,"2, 8, 12, 47, 48",0.0,Katian
Elizavetino,Sandbian,"2, 12, 47, 48, 243",1.0,Katian
Jelizavetino,Sandbian,"2, 12, 47, 48, 350",1.0,Katian
Drūkšiai,Katian,"2, 12, 398",0.0,Katian
Dysna,Katian,"2, 12, 398",0.0,Katian
Deschambault,Sandbian,"2, 12, 79, 86",1.0,Katian
Bobcaygeon,Sandbian,"2, 12, 22, 86",1.0,Katian
Balsamian,Sandbian,"2, 12, 26",1.0,Katian
Winnipeg,Sandbian,"2, 12, 46, 47",1.0,Katian
Trenton Upper,Sandbian,"2, 12, 79",1.0,Katian
Lacolle,Sandbian,"2, 12, 189",1.0,Katian
Minaville,Sandbian,"2, 12, 47, 48, 189",1.0,Katian
Snake Hill,Sandbian,"2, 12, 47, 48, 189",1.0,Katian
Canajoharie Shale,Sandbian,"2, 12, 193",1.0,Katian
Hull,Sandbian,"2, 12, 86, 121",1.0,Katian
Gaerfawr,Sandbian,"2, 12, 124",1.0,Katian
Grangegeeth,Sandbian,"2, 12, 124",1.0,Katian
Peery,Darriwilian,"2, 12, 47, 48, 83, 123",2.0,Katian
Hidden Falls,Sandbian,"2, 12, 173",0.0,Sandbian
Buff Limestone,Sandbian,"2, 12, 210",0.0,Sandbian
Dane,Sandbian,"2, 12, 22, 153",0.0,Sandbian
Grand Detour,Sandbian,"2, 12, 22, 153",0.0,Sandbian
McGregor,Sandbian,"2, 12, 22, 153",0.0,Sandbian
Mifflin,Sandbian,"2, 12, 22, 153",0.0,Sandbian
Blue Lower,Sandbian,"2, 12, 121",0.0,Sandbian
Buff Lower,Sandbian,"2, 12, 121",0.0,Sandbian
Glenwood Shale,Sandbian,"2, 12, 121",0.0,Sandbian
Magnolia,Sandbian,"2, 12, 173",0.0,Sandbian
Nachusa,Sandbian,"2, 12, 151",0.0,Sandbian
Quimbys Mill,Sandbian,"2, 12, 151, 153",0.0,Sandbian
Chana,Sandbian,"2, 12, 153",0.0,Sandbian
Hennepin,Sandbian,"2, 12, 151",0.0,Sandbian
Medusa,Sandbian,"2, 12, 151",0.0,Sandbian
New Glarus,Sandbian,"2, 12, 153",0.0,Sandbian
Mud Cave K-bentonite,Sandbian,"2, 12, 211",1.0,Katian
452.57,Sandbian,"2, 12, 214",1.0,Katian
452.27,Sandbian,"2, 12, 214",1.0,Katian
452.52,Sandbian,"2, 12, 214",1.0,Katian
453.15,Sandbian,"2, 12, 214",1.0,Katian
453.2,Sandbian,"2, 12, 214",1.0,Katian
453.45,Sandbian,"2, 12, 214",1.0,Katian
481.86,Sandbian,"2, 12, 214",1.0,Katian
Guttenberg isotope carbon excursion,Sandbian,"2, 12, 17, 214",1.0,Katian
Spechts Ferry isotope carbon excursion,Sandbian,"2, 12, 153, 222",0.0,Sandbian
452.77,Sandbian,"2, 12, 388",1.0,Katian
453.07,Sandbian,"2, 12, 388",1.0,Katian
Capitol K-bentonite,Sandbian,"2, 12, 211",1.0,Katian
Shaker Creek K-bentonite,Sandbian,"2, 12, 211",1.0,Katian
Capitol City K-bentonite,Sandbian,"2, 12, 222",1.0,Katian
Rhinidictya,Sandbian,"2, 12, 210",1.0,Katian
Glenhaven,Sandbian,"2, 12, 153",1.0,Katian
Garnavillo,Sandbian,"2, 12, 153",1.0,Katian
Stictoporella,Sandbian,"2, 12, 210",1.0,Katian
Vanuxemia,Sandbian,"2, 12, 210",1.0,Katian
Glencoe,Sandbian,"2, 12, 153",1.0,Katian
Ion,Sandbian,"2, 12, 22, 25, 153",1.0,Katian
Dalmanella Coquina,Sandbian,"2, 12, 145",1.0,Katian
Le pont de Caen,Sandbian,"2, 12, 282",1.0,Katian
Tremblay,Sandbian,"2, 12, 79",1.0,Katian
Meyerstown,Sandbian,"2, 12, 137",1.0,Katian
Kiln Mudstone,Sandbian,"2, 12, 241",1.0,Katian
Melau Upper,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Mynydd-tarw,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Etasje 4bα,Sandbian,"2, 12, 28",1.0,Katian
Isle la Motte,Sandbian,"2, 12, 189",1.0,Katian
Lower Trenton,Sandbian,"2, 12, 79",1.0,Katian
Hershey,Sandbian,"2, 12, 137",1.0,Katian
Linden Hall,Sandbian,"2, 12, 137",1.0,Katian
South Piney,Sandbian,"2, 12, 47, 116",1.0,Katian
Black Island,Sandbian,"2, 12, 46, 47",1.0,Katian
Ice Box,Sandbian,"2, 12, 46, 47",1.0,Katian
Rysedorf,Sandbian,"2, 12, 47, 48, 357",1.0,Katian
Valley Brook Shale,Sandbian,"2, 12, 193",1.0,Katian
Grand Detour isotope carbon excursion,Sandbian,"2, 12, 153",0.0,Sandbian
Dement,Sandbian,"2, 12, 151",0.0,Sandbian
Forreston,Sandbian,"2, 12, 151",0.0,Sandbian
Hely,Sandbian,"2, 12, 151",0.0,Sandbian
Stillman,Sandbian,"2, 12, 151",0.0,Sandbian
Victory,Sandbian,"2, 12, 151",0.0,Sandbian
Wallgreen,Sandbian,"2, 12, 151",0.0,Sandbian
Mifflin isotope carbon excursion,Sandbian,"2, 12, 153",0.0,Sandbian
Blomeyer,Sandbian,"2, 12, 151",0.0,Sandbian
Brickeys,Sandbian,"2, 12, 151",0.0,Sandbian
Briton,Sandbian,"2, 12, 151",0.0,Sandbian
Establishment,Sandbian,"2, 12, 151",0.0,Sandbian
Hazelwood,Sandbian,"2, 12, 151",0.0,Sandbian
Eldena,Sandbian,"2, 12, 151",0.0,Sandbian
Elm,Sandbian,"2, 12, 151",0.0,Sandbian
Everett,Sandbian,"2, 12, 151",0.0,Sandbian
Quimbys Mill isotope carbon excursion,Sandbian,"2, 12, 153",0.0,Sandbian
Hazel Green,Sandbian,"2, 12, 151",0.0,Sandbian
Shullsburg,Sandbian,"2, 12, 151",0.0,Sandbian
Strawbridge,Sandbian,"2, 12, 151",0.0,Sandbian
Stictopora,Sandbian,"2, 12, 210",1.0,Katian
Bellerophon,Sandbian,"2, 12, 210",1.0,Katian
Fucoid,Sandbian,"2, 12, 210",1.0,Katian
Rysedorph conglomerate,Sandbian,"2, 12, 47, 48, 357",1.0,Katian
Rysedorph Hill conglomerate,Sandbian,"2, 12, 47, 48, 357",1.0,Katian
Platylichas Limestone,Sandbian,"2, 11, 12, 47, 48",1.0,Katian
Gryazno,Sandbian,"2, 12, 243",0.0,Sandbian
Khrevitsa,Sandbian,"2, 12, 243",1.0,Katian
Phylloporina-Ctenodonta,Sandbian,"2, 12, 210",1.0,Katian
Del'gey,Darriwilian,"2, 12, 399",2.0,Katian
Duwibong,Darriwilian,"1, 2, 12",0.0,Darriwilian
Haengmae,Darriwilian,"1, 2, 12",0.0,Darriwilian
Malodiring-Ayan,Darriwilian,"2, 12, 201",0.0,Darriwilian
Kilgen Lake,Darriwilian,"2, 12, 234",2.0,Katian
Serw Volcanic,Darriwilian,"2, 12, 47, 48, 124",2.0,Katian
Jones Pond,Darriwilian,"2, 12, 175",0.0,Darriwilian
Magog,Darriwilian,"2, 12, 175",0.0,Darriwilian
Berounian,Sandbian,"2, 12, 47, 48, 271",1.0,Katian
Caradoc,Sandbian,"2, 12, 47, 48",1.0,Katian
Neichiashanian,Sandbian,"2, 12, 47, 48",1.0,Katian
Mimella panna,Sandbian,"2, 12, 399",1.0,Katian
Yenwashan,Sandbian,"2, 12, 47, 48, 54",1.0,Katian
Yenwashan Member 1,Sandbian,"2, 12, 47, 48, 54",1.0,Katian
Finnalaghta,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Helen's Bay,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Long Point,Sandbian,"2, 12, 47, 48, 66",1.0,Katian
Misty Point,Sandbian,"2, 12, 47, 48, 66",1.0,Katian
Chrustenice,Sandbian,"2, 12, 47, 48, 254",1.0,Katian
Libeň Shale,Sandbian,"2, 12, 47, 48, 254",1.0,Katian
Barrande's d2,Sandbian,"2, 12, 47, 48, 321",1.0,Katian
Duncannon,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Sargaldak,Sandbian,"2, 12, 67",1.0,Katian
Algabas,Sandbian,"2, 12, 258",0.0,Sandbian
Andryushina,Sandbian,"2, 12, 67",0.0,Sandbian
Erkebidaik,Sandbian,"2, 12, 67",0.0,Sandbian
Sofala Volcanics,Sandbian,"2, 12, 47, 48, 202, 231",1.0,Katian
Zagornyi,Sandbian,"2, 12, 47, 399",1.0,Katian
Benglog,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Craig y Ffynnon,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Garwallt,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Gwern-feifod,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Melau Lower,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Narberth,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Pen-y-gadair Volcanic,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Rhyd Melange,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Ty'r Gawen Mudstone,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Cantera Shales,Sandbian,"2, 12, 47, 48, 282",1.0,Katian
Carregueira,Sandbian,"2, 12, 282, 328",0.0,Sandbian
Castro,Darriwilian,"2, 12, 47, 48, 280, 282",2.0,Katian
Nine Mile Volcanics,Sandbian,"2, 12, 47, 48, 202",1.0,Katian
Red East,Sandbian,"2, 12, 47, 48, 87",1.0,Katian
Cabeco do Peao,Sandbian,"2, 12, 47, 48, 286, 300",1.0,Katian
Kermeur Lower,Sandbian,"2, 12, 47, 48, 300",1.0,Katian
Zagorninsk,Sandbian,"2, 12, 47, 289",1.0,Katian
Dzerom,Sandbian,"2, 12, 47, 399",1.0,Katian
Bestamak,Sandbian,"2, 12, 67",0.0,Sandbian
Gunningbland Shale,Sandbian,"2, 12, 47, 48, 218",1.0,Katian
Ashes Lower,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Craig-y-glyn,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Mount Pleasant Basalt,Sandbian,"2, 12, 47, 48, 202",1.0,Katian
Regans Creek Limestone,Sandbian,"2, 12, 47, 48, 87",1.0,Katian
Dunhill Bluff Limestone,Sandbian,"2, 12, 47, 48, 87",1.0,Katian
Taplow Limestone,Sandbian,"2, 12, 47, 48, 87",1.0,Katian
Transmission Limestone,Sandbian,"2, 12, 47, 48, 87",1.0,Katian
Pizarras Cantera,Sandbian,"2, 12, 47, 48, 366",1.0,Katian
Steffordian,Sandbian,"2, 12, 45, 47, 48",1.0,Katian
Řevnice Quartzite,Sandbian,"2, 12, 47, 48, 254",1.0,Katian
Belvoir,Darriwilian,"2, 12, 47, 48, 124",2.0,Katian
Aijianshanian,Darriwilian,"2, 12, 102",2.0,Katian
Tselinograd,Darriwilian,"2, 12, 47, 48, 345",3.0,Hirnantian
Gowna,Darriwilian,"2, 12, 47, 48, 124",2.0,Katian
Maikul,Sandbian,"2, 12, 133",0.0,Sandbian
Oisaksaul,Sandbian,"2, 12, 133",0.0,Sandbian
Coelosphaeridium,Darriwilian,"2, 12, 29",2.0,Katian
Cyclocrinus,Darriwilian,"2, 12, 29",2.0,Katian
Bluffer Pond,Darriwilian,"2, 12, 175",0.0,Darriwilian
Wassataquoik Chert,Darriwilian,"2, 12, 175",0.0,Darriwilian
Duncannon Volcanic,Darriwilian,"2, 12, 47, 48, 49",2.0,Katian
Robergia,Darriwilian,"2, 12, 29",2.0,Katian
Savid,Darriwilian,"2, 12, 47, 48, 258",3.0,Hirnantian
Dicellograptus Shale,Darriwilian,"2, 12, 47, 48, 120",2.0,Katian
Belodina compressa - Culumbodina mangazeica,Sandbian,"2, 12, 27",1.0,Katian
Sinoceras chinense,Sandbian,"2, 12, 47, 48, 53",1.0,Katian
Diplacanthograptus caudatus,Sandbian,"2, 12, 400",1.0,Katian
Pagoda,Sandbian,"2, 12, 47, 48, 54, 64",1.0,Katian
Ningkuo Member 2,Sandbian,"2, 12, 47, 48, 54",1.0,Katian
New River,Sandbian,"2, 12, 47, 48, 233",1.0,Katian
Mydrim Shales,Katian,"2, 12, 47, 48",0.0,Katian
Brannon K-bentonite,Sandbian,"2, 12, 222",1.0,Katian
Dunleith,Sandbian,"2, 12, 222",1.0,Katian
Dygerts K-bentonite,Sandbian,"2, 12, 222",1.0,Katian
Haldane-Manheim K-bentonite,Sandbian,"2, 12, 222",1.0,Katian
St. Cynllo´s Church,Sandbian,"2, 12, 47, 48, 92",1.0,Katian
Carrickateane,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Gorumna,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Grey Point,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Lower Hartfell and Glenkiln Black Mudstone,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Winterhouse,Sandbian,"2, 12, 47, 48, 66",1.0,Katian
Baksian,Sandbian,"2, 12",1.0,Katian
Tormitchell Conglomerate,Sandbian,"2, 12, 124",1.0,Katian
Assel Conglomerate,Sandbian,"2, 12, 124",1.0,Katian
Anderken,Sandbian,"2, 12, 67",0.0,Sandbian
Yenwashan Member 2,Sandbian,"2, 12, 47, 48, 54",1.0,Katian
Nucice,Darriwilian,"2, 12, 47, 48, 254",2.0,Katian
Simard,Sandbian,"2, 12, 47, 48, 79",1.0,Katian
Gorey Rhyolite,Sandbian,"2, 12, 47, 48, 49",1.0,Katian
Rhyolitic Tuff Lower,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Chambersburg Upper,Sandbian,"2, 12, 47, 48, 121",1.0,Katian
Cwm Rhiwarth Siltstone,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Cwm Eigiau Formation,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Whittery,Sandbian,"2, 12, 47, 48, 92",1.0,Katian
Braich tu du Volcanic,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Capel Curig Volcanic,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Clogwyn Gottal Tuff,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Conwy Rhyolite,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Cwm Clwyd Tuff,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Foel Fras Volcanic Complex,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Foel Grach Basalt,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Gwern Gof Tuff,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Moel Hebog Sandstone,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Pandy Tuff,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Pen-y-plaenau Siltstone,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Penamnen Tuff,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Prenteg Sandstone,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Pwll-y-Glo,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Swch Gorge Tuff,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Teirw Siltstone,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Glyn Gower Siltstones,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Fombuena,Sandbian,"2, 12, 310",1.0,Katian
Simcoe,Sandbian,"2, 12, 47, 48, 86",1.0,Katian
Hollowell,Sandbian,"2, 12, 47, 48, 189",1.0,Katian
Picton,Sandbian,"2, 12, 86",1.0,Katian
Fairfield,Katian,"2, 12, 47, 48, 189",0.0,Katian
Stony Point,Katian,"2, 12, 47, 48, 189",0.0,Katian
Le Glauzy,Sandbian,"2, 12, 47, 48, 282",1.0,Katian
Camp Canic,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Beecher,Sandbian,"2, 12, 153",1.0,Katian
Eagle Point,Sandbian,"2, 12, 153",1.0,Katian
Mortimer,Sandbian,"2, 12, 210",1.0,Katian
Sherwood,Sandbian,"2, 12, 210",1.0,Katian
Collierstown Limestone,Sandbian,"2, 12, 83",1.0,Katian
Bigby-Cannon,Sandbian,"2, 12, 119",1.0,Katian
Eina,Katian,"2, 12, 23, 47, 48",0.0,Katian
Gålås,Katian,"2, 12, 23, 47, 48",0.0,Katian
Priekule,Sandbian,"2, 12, 19, 47, 48",1.0,Katian
Piedra del Tormo,Sandbian,"2, 12, 310",1.0,Katian
Allt-Tair-Ffynnon,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Bryn Siltstone,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Pen-y-graig Tuff,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Yr Arddu Tuff,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
House Mudstone Middle,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Pontesford Shale,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Pa Kae,Sandbian,"2, 12, 47, 48, 342",1.0,Katian
Daqing,Sandbian,"2, 12, 47, 48, 52",1.0,Katian
Paradise K-bentonite,Sandbian,"2, 12, 222",1.0,Katian
Buckhorn,Sandbian,"2, 12, 122, 153",1.0,Katian
Fairplay,Sandbian,"2, 12, 210",1.0,Katian
St. James,Sandbian,"2, 12, 122, 153",1.0,Katian
Wyota,Sandbian,"2, 12, 210",1.0,Katian
Mangazea,Sandbian,"2, 12, 34, 47",1.0,Katian
Mangazeya,Sandbian,"2, 12, 289, 335",1.0,Katian
Kylakh,Sandbian,"2, 12, 27, 47, 399",1.0,Katian
Clitambonites,Sandbian,"2, 12, 210",1.0,Katian
Nematopora,Sandbian,"2, 12, 210",1.0,Katian
Parastrophina,Sandbian,"2, 12, 47, 210",1.0,Katian
Dove Facies,Sandbian,"2, 12, 145",1.0,Katian
Jakšiai,Katian,"2, 12, 398",0.0,Katian
Zdice-Nucice,Sandbian,"2, 12, 310",1.0,Katian
Yr Arddu Tuffs,Sandbian,"2, 12, 47, 48, 124",1.0,Katian
Keklys,Katian,"2, 12, 398",0.0,Katian
Amadjuak,Sandbian,"2, 12, 47, 48, 394",1.0,Katian
Bad Cache Rapids,Sandbian,"2, 12, 47, 48, 394",1.0,Katian
Ilyinka Ser.,Darriwilian,"2, 12, 47, 48, 399",3.0,Hirnantian
Iogach Body,Darriwilian,"2, 12, 48, 400",3.0,Hirnantian
Yst'nalednaya,Darriwilian,"2, 12, 47, 399",2.0,Katian
Kaki Bukit,Darriwilian,"2, 12, 24, 47",2.0,Katian
Qasim,Darriwilian,"2, 12, 47, 48, 249",3.0,Hirnantian
Strokestown,Darriwilian,"2, 12, 48, 124",3.0,Hirnantian
Bendoc,Darriwilian,"2, 12, 48, 202, 218",3.0,Hirnantian
Upper Ordovician,Sandbian,"2, 12, 48",2.0,Hirnantian
Bedinan Upper,Sandbian,"2, 12, 48, 249",2.0,Hirnantian
Lough Acanon Pelite,Sandbian,"2, 12, 48, 124",2.0,Hirnantian
Cabonne,Sandbian,"2, 12, 48, 202, 218",2.0,Hirnantian
Mount Easton Shale,Sandbian,"2, 12, 48, 219",2.0,Hirnantian
Akuna Mudstone,Sandbian,"2, 12, 48, 202",2.0,Hirnantian
New Country Sandstone,Sandbian,"2, 12, 48, 219",2.0,Hirnantian
Rockley Volcanic,Sandbian,"2, 12, 47, 48, 218",2.0,Hirnantian
Willandra Sandstone,Sandbian,"2, 12, 48, 202, 219",2.0,Hirnantian
Oberon,Sandbian,"2, 12, 48, 219",2.0,Hirnantian
Wombin Volcanics,Sandbian,"2, 12, 48, 202",2.0,Hirnantian
Baksanian,Sandbian,"2, 12, 47, 335",1.0,Katian
Mangazeian,Sandbian,"2, 12, 47, 335",1.0,Katian
Harjala,Sandbian,"2, 12",0.0,Sandbian
Upham,Sandbian,"2, 12, 48, 138",2.0,Hirnantian
Kennebec,Darriwilian,"2, 12, 47, 48, 175",3.0,Hirnantian
Lobster Mountain,Darriwilian,"2, 12, 47, 48, 175",3.0,Hirnantian
Chao do Amieiral,Sandbian,"2, 12, 47, 48, 328",1.0,Katian
Rio Sassito,Sandbian,"2, 12, 47, 48, 359",2.0,Hirnantian
Ashgillian,Sandbian,"2, 12, 47, 48, 399",2.0,Hirnantian
Syntygan,Sandbian,"2, 12, 48, 400",2.0,Hirnantian
Makarovo,Sandbian,"2, 12, 47, 48, 399",2.0,Hirnantian
Yinchuan,Sandbian,"2, 12, 48, 372",2.0,Hirnantian
Birdshill Limestone,Katian,"2, 12, 47, 48",0.0,Katian
Tsagaan Del,Sandbian,"2, 12, 47, 196",1.0,Katian
Bayan-Khongor,Sandbian,"2, 12, 47, 196",1.0,Katian
Nariingol,Katian,"2, 12, 48, 196",1.0,Hirnantian
Taginskii,Sandbian,"2, 12, 47, 196",1.0,Katian
Memouniat,Sandbian,"2, 12, 47, 48, 319",2.0,Hirnantian
Horseshoe Gulch,Sandbian,"2, 12, 47, 48, 182",2.0,Hirnantian
Ghelli,Sandbian,"2, 12, 47, 48, 348",2.0,Hirnantian
Little East Lake,Sandbian,"2, 12, 47, 48, 175",2.0,Hirnantian
Kyr-ya,Sandbian,"2, 12, 35, 47, 48, 246",2.0,Hirnantian
Polydov,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Rassokha,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Syr-ya,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Anisin,Sandbian,"2, 12, 47, 48, 201",2.0,Hirnantian
Teryutekh,Sandbian,"2, 12, 47, 48, 201",2.0,Hirnantian
Montgomery Limestone,Sandbian,"2, 12, 47, 48, 162",2.0,Hirnantian
Blind Brook,Sandbian,"2, 12, 47, 48, 175",2.0,Hirnantian
East Branch Pond,Sandbian,"2, 12, 47, 48, 175",2.0,Hirnantian
Munsungun Lake,Sandbian,"2, 12, 47, 48, 175",2.0,Hirnantian
Mamuniyat,Sandbian,"2, 12, 47, 48, 319",2.0,Hirnantian
Yaptikshor,Sandbian,"2, 12, 35, 47, 48",2.0,Hirnantian
Salyka,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Yaptiknyrd,Sandbian,"2, 12, 35, 48",2.0,Hirnantian
Malaya Tavrota Lower,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Muker,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Ust-Zyb,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Zyb,Sandbian,"2, 12, 35, 47, 48, 246",2.0,Hirnantian
Bad'ya reef,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Khorejver,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Malaya Tavrota Upper,Sandbian,"2, 12, 47, 48, 246",2.0,Hirnantian
Saint Germain sur Ille Upper,Sandbian,"2, 12, 48, 282",2.0,Hirnantian
Malaya Tavrota,Sandbian,"2, 12, 35, 47, 48",2.0,Hirnantian
Sourges Shale,Sandbian,"2, 12, 47, 48, 231",1.0,Katian
Yunkoshor,Sandbian,"2, 12, 35, 48",2.0,Hirnantian
Saledyshor,Sandbian,"2, 12, 35, 47, 48",2.0,Hirnantian
Polydennii,Sandbian,"2, 12, 35, 47, 48",2.0,Hirnantian
Surya,Sandbian,"2, 12, 35, 47, 48",2.0,Hirnantian
Dzhagal,Sandbian,"2, 12, 35, 48",2.0,Hirnantian
Bedinan,Darriwilian,"2, 12, 47, 48, 234",3.0,Hirnantian
Sort Tepe,Darriwilian,"2, 12, 47, 48, 234",3.0,Hirnantian
Sariyardere,Sandbian,"2, 12, 47, 48, 234",2.0,Hirnantian
Bou M'Haoud,Sandbian,"2, 12, 47, 48, 238",2.0,Hirnantian
Goonumbla Volcanics,Sandbian,"2, 12, 47, 111, 202",1.0,Katian
Ktaoua Lower,Sandbian,"2, 12, 47, 48, 126, 238",2.0,Hirnantian
Sunbury,Sandbian,"2, 12, 47, 219",1.0,Katian
Forest Reefs Volcanics,Sandbian,"2, 12, 47, 202",1.0,Katian
Bou-Isidane-Jbel-Slope,Sandbian,"2, 12, 47, 48, 126",2.0,Hirnantian
